time,mean_G,time,GA_mean,GB_mean,time,GA_mean,GB_mean
2948,16.714,2948,0,17.088,2948,16.438,16.494
2949,16.764,2949,0,17.082,2949,16.444,16.542
2950,16.786,2950,0,17.112,2950,16.426,16.544
2951,16.792,2951,0,17.146,2951,16.45,16.514
2952,16.764,2952,0,17.17,2952,16.456,16.494
2953,16.762,2953,0,17.196,2953,16.46,16.496
2954,16.764,2954,0,17.224,2954,16.504,16.546
2955,16.754,2955,0,17.214,2955,16.506,16.558
2956,16.778,2956,0,17.196,2956,16.51,16.56
2957,16.73,2957,0,17.234,2957,16.556,16.578
2958,16.72,2958,0,17.262,2958,16.584,16.572
2959,16.738,2959,0,17.32,2959,16.576,16.558
2960,16.736,2960,0,17.29,2960,16.526,16.498
2961,16.756,2961,0,17.324,2961,16.54,16.492
2962,16.734,2962,0,17.31,2962,16.552,16.522
2963,16.746,2963,0,17.344,2963,16.568,16.522
2964,16.724,2964,0,17.348,2964,16.512,16.496
2965,16.738,2965,0,17.31,2965,16.478,16.508
2966,16.708,2966,0,17.3,2966,16.456,16.55
2967,16.748,2967,0,17.314,2967,16.45,16.55
2968,16.782,2968,0,17.32,2968,16.432,16.56
2969,16.796,2969,0,17.284,2969,16.366,16.614
2970,16.812,2970,0,17.264,2970,16.372,16.664
2971,16.778,2971,0,17.244,2971,16.352,16.65
2972,16.77,2972,0,17.27,2972,16.346,16.672
2973,16.782,2973,0,17.266,2973,16.3,16.672
2974,16.828,2974,0,17.26,2974,16.378,16.628
2975,16.824,2975,0,17.238,2975,16.394,16.598
2976,16.778,2976,0,17.224,2976,16.362,16.578
2977,16.75,2977,0,17.2,2977,16.354,16.598
2978,16.754,2978,0,17.178,2978,16.316,16.59
2979,16.776,2979,0,17.174,2979,16.314,16.552
2980,16.772,2980,0,17.204,2980,16.316,16.532
2981,16.772,2981,0,17.252,2981,16.306,16.518
2982,16.74,2982,0,17.204,2982,16.274,16.514
2983,16.726,2983,0,17.174,2983,16.248,16.536
2984,16.714,2984,0,17.17,2984,16.24,16.548
2985,16.748,2985,0,17.176,2985,16.2,16.556
2986,16.762,2986,0,17.198,2986,16.198,16.494
2987,16.784,2987,0,17.21,2987,16.178,16.548
2988,16.764,2988,0,17.164,2988,16.21,16.512
2989,16.774,2989,0,17.154,2989,16.188,16.506
2990,16.8,2990,0,17.176,2990,16.172,16.476
2991,16.8,2991,0,17.146,2991,16.132,16.434
2992,16.79,2992,0,17.242,2992,16.154,16.434
2993,16.794,2993,0,17.2,2993,16.182,16.434
2994,16.764,2994,0,17.216,2994,16.208,16.472
2995,16.742,2995,0,17.246,2995,16.202,16.478
2996,16.71,2996,0,17.242,2996,16.27,16.46
2997,16.722,2997,0,17.238,2997,16.266,16.492
2998,16.75,2998,0,17.212,2998,16.244,16.532
2999,16.696,2999,0,17.228,2999,16.236,16.592
3000,16.718,3000,0,17.242,3000,16.244,16.584
3001,16.758,3001,0,17.224,3001,16.244,16.608
3002,16.712,3002,0,17.226,3002,16.28,16.58
3003,16.75,3003,0,17.254,3003,16.284,16.588
3004,16.764,3004,0,17.266,3004,16.238,16.592
3005,16.724,3005,0,17.276,3005,16.236,16.584
3006,16.744,3006,0,17.27,3006,16.252,16.586
3007,16.678,3007,0,17.286,3007,16.272,16.588
3008,16.672,3008,0,17.242,3008,16.256,16.626
3009,16.69,3009,0,17.258,3009,16.262,16.672
3010,16.676,3010,0,17.234,3010,16.258,16.69
3011,16.702,3011,0,17.218,3011,16.27,16.716
3012,16.726,3012,0,17.2,3012,16.21,16.686
3013,16.736,3013,0,17.198,3013,16.19,16.686
3014,16.762,3014,0,17.182,3014,16.25,16.664
3015,16.75,3015,0,17.18,3015,16.28,16.634
3016,16.728,3016,0,17.17,3016,16.286,16.646
3017,16.774,3017,0,17.192,3017,16.274,16.6
3018,16.8,3018,0,17.162,3018,16.306,16.556
3019,16.846,3019,0,17.164,3019,16.302,16.574
3020,16.826,3020,0,17.208,3020,16.272,16.574
3021,16.826,3021,0,17.186,3021,16.26,16.578
3022,16.804,3022,0,17.188,3022,16.254,16.548
3023,16.782,3023,0,17.134,3023,16.28,16.558
3024,16.812,3024,0,17.152,3024,16.334,16.54
3025,16.822,3025,0,17.16,3025,16.312,16.552
3026,16.788,3026,0,17.182,3026,16.322,16.566
3027,16.78,3027,0,17.168,3027,16.326,16.496
3028,16.79,3028,0,17.18,3028,16.332,16.54
3029,16.8,3029,0,17.156,3029,16.352,16.542
3030,16.758,3030,0,17.152,3030,16.382,16.562
3031,16.746,3031,0,17.206,3031,16.436,16.558
3032,16.714,3032,0,17.168,3032,16.484,16.584
3033,16.694,3033,0,17.23,3033,16.48,16.576
3034,16.708,3034,0,17.238,3034,16.476,16.554
3035,16.714,3035,0,17.248,3035,16.458,16.566
3036,16.714,3036,0,17.234,3036,16.492,16.604
3037,16.71,3037,0,17.248,3037,16.494,16.554
3038,16.744,3038,0,17.276,3038,16.488,16.51
3039,16.742,3039,0,17.298,3039,16.54,16.548
3040,16.778,3040,0,17.274,3040,16.516,16.54
3041,16.756,3041,0,17.288,3041,16.512,16.558
3042,16.758,3042,0,17.262,3042,16.496,16.614
3043,16.796,3043,0,17.23,3043,16.478,16.604
3044,16.794,3044,0,17.182,3044,16.456,16.558
3045,16.806,3045,0,17.18,3045,16.484,16.528
3046,16.804,3046,0,17.174,3046,16.462,16.59
3047,16.812,3047,0,17.168,3047,16.464,16.578
3048,16.792,3048,0,17.176,3048,16.432,16.592
3049,16.77,3049,0,17.178,3049,16.434,16.586
3050,16.758,3050,0,17.202,3050,16.458,16.608
3051,16.71,3051,0,17.206,3051,16.472,16.596
3052,16.678,3052,0,17.176,3052,16.466,16.556
3053,16.678,3053,0,17.15,3053,16.412,16.552
3054,16.658,3054,0,17.15,3054,16.382,16.57
3055,16.7,3055,0,17.172,3055,16.366,16.542
3056,16.666,3056,0,17.176,3056,16.412,16.548
3057,16.65,3057,0,17.158,3057,16.384,16.538
3058,16.62,3058,0,17.134,3058,16.342,16.542
3059,16.584,3059,0,17.172,3059,16.358,16.512
3060,16.582,3060,0,17.194,3060,16.322,16.518
3061,16.604,3061,0,17.21,3061,16.326,16.51
3062,16.57,3062,0,17.212,3062,16.296,16.506
3063,16.556,3063,0,17.204,3063,16.31,16.462
3064,16.606,3064,0,17.162,3064,16.292,16.438
3065,16.612,3065,0,17.114,3065,16.3,16.45
3066,16.666,3066,0,17.122,3066,16.304,16.528
3067,16.7,3067,0,17.104,3067,16.356,16.544
3068,16.718,3068,0,17.152,3068,16.346,16.53
3069,16.736,3069,0,17.116,3069,16.352,16.518
3070,16.726,3070,0,17.17,3070,16.362,16.534
3071,16.728,3071,0,17.18,3071,16.394,16.512
3072,16.692,3072,0,17.156,3072,16.37,16.462
3073,16.7,3073,0,17.144,3073,16.388,16.428
3074,16.7,3074,0,17.15,3074,16.414,16.394
3075,16.682,3075,0,17.174,3075,16.392,16.386
3076,16.678,3076,0,17.168,3076,16.366,16.374
3077,16.618,3077,0,17.164,3077,16.368,16.35
3078,16.656,3078,0,17.15,3078,16.388,16.372
3079,16.658,3079,0,17.14,3079,16.408,16.366
3080,16.654,3080,0,17.104,3080,16.426,16.36
3081,16.6,3081,0,17.128,3081,16.428,16.378
3082,16.626,3082,0,17.196,3082,16.382,16.376
3083,16.588,3083,0,17.202,3083,16.394,16.366
3084,16.578,3084,0,17.194,3084,16.402,16.374
3085,16.546,3085,0,17.176,3085,16.418,16.378
3086,16.512,3086,0,17.178,3086,16.414,16.428
3087,16.504,3087,0,17.204,3087,16.458,16.434
3088,16.466,3088,0,17.202,3088,16.484,16.408
3089,16.454,3089,0,17.192,3089,16.476,16.416
3090,16.44,3090,0,17.218,3090,16.506,16.38
3091,16.418,3091,0,17.234,3091,16.502,16.39
3092,16.358,3092,0,17.22,3092,16.466,16.352
3093,16.388,3093,0,17.232,3093,16.466,16.356
3094,16.4,3094,0,17.298,3094,16.496,16.332
3095,16.39,3095,0,17.308,3095,16.47,16.322
3096,16.36,3096,0,17.282,3096,16.492,16.35
3097,16.384,3097,0,17.324,3097,16.474,16.33
3098,16.406,3098,0,17.278,3098,16.492,16.314
3099,16.374,3099,0,17.306,3099,16.498,16.312
3100,16.388,3100,0,17.296,3100,16.552,16.31
3101,16.392,3101,0,17.3,3101,16.58,16.314
3102,16.378,3102,0,17.32,3102,16.592,16.334
3103,16.39,3103,0,17.314,3103,16.582,16.314
3104,16.378,3104,0,17.374,3104,16.598,16.29
3105,16.426,3105,0,17.36,3105,16.59,16.272
3106,16.44,3106,0,17.352,3106,16.6,16.28
3107,16.432,3107,0,17.296,3107,16.608,16.292
3108,16.434,3108,0,17.272,3108,16.658,16.286
3109,16.44,3109,0,17.278,3109,16.614,16.304
3110,16.416,3110,0,17.314,3110,16.652,16.3
3111,16.44,3111,0,17.332,3111,16.7,16.288
3112,16.424,3112,0,17.296,3112,16.708,16.272
3113,16.44,3113,0,17.256,3113,16.738,16.254
3114,16.382,3114,0,17.26,3114,16.746,16.266
3115,16.35,3115,0,17.244,3115,16.734,16.24
3116,16.33,3116,0,17.244,3116,16.726,16.242
3117,16.332,3117,0,17.236,3117,16.716,16.246
3118,16.312,3118,0,17.236,3118,16.686,16.29
3119,16.286,3119,0,17.28,3119,16.716,16.27
3120,16.298,3120,0,17.29,3120,16.674,16.304
3121,16.3,3121,0,17.292,3121,16.67,16.306
3122,16.314,3122,0,17.286,3122,16.692,16.288
3123,16.34,3123,0,17.328,3123,16.722,16.354
3124,16.36,3124,0,17.352,3124,16.704,16.354
3125,16.33,3125,0,17.304,3125,16.692,16.302
3126,16.33,3126,0,17.31,3126,16.692,16.328
3127,16.346,3127,0,17.322,3127,16.716,16.306
3128,16.368,3128,0,17.328,3128,16.702,16.298
3129,16.35,3129,0,17.326,3129,16.678,16.366
3130,16.334,3130,0,17.386,3130,16.692,16.384
3131,16.338,3131,0,17.384,3131,16.698,16.42
3132,16.35,3132,0,17.386,3132,16.662,16.43
3133,16.392,3133,0,17.362,3133,16.674,16.44
3134,16.404,3134,0,17.312,3134,16.674,16.416
3135,16.376,3135,0,17.348,3135,16.636,16.398
3136,16.418,3136,0,17.34,3136,16.626,16.41
3137,16.41,3137,0,17.334,3137,16.588,16.396
3138,16.432,3138,0,17.292,3138,16.64,16.412
3139,16.456,3139,0,17.324,3139,16.636,16.336
3140,16.496,3140,0,17.3,3140,16.638,16.326
3141,16.5,3141,0,17.296,3141,16.63,16.308
3142,16.496,3142,0,17.284,3142,16.622,16.316
3143,16.48,3143,0,17.296,3143,16.66,16.304
3144,16.498,3144,0,17.312,3144,16.726,16.29
3145,16.51,3145,0,17.346,3145,16.72,16.306
3146,16.52,3146,0,17.356,3146,16.708,16.3
3147,16.502,3147,0,17.362,3147,16.728,16.242
3148,16.484,3148,0,17.366,3148,16.71,16.254
3149,16.5,3149,0,17.358,3149,16.722,16.268
3150,16.52,3150,0,17.384,3150,16.716,16.27
3151,16.468,3151,0,17.354,3151,16.716,16.288
3152,16.494,3152,0,17.352,3152,16.738,16.28
3153,16.522,3153,0,17.342,3153,16.78,16.29
3154,16.522,3154,0,17.342,3154,16.772,16.298
3155,16.538,3155,0,17.328,3155,16.77,16.258
3156,16.548,3156,0,17.37,3156,16.784,16.244
3157,16.608,3157,0,17.364,3157,16.798,16.228
3158,16.618,3158,0,17.372,3158,16.784,16.226
3159,16.63,3159,0,17.346,3159,16.778,16.212
3160,16.68,3160,0,17.352,3160,16.79,16.182
3161,16.658,3161,0,17.33,3161,16.764,16.182
3162,16.666,3162,0,17.358,3162,16.74,16.194
3163,16.648,3163,0,17.328,3163,16.748,16.192
3164,16.672,3164,0,17.306,3164,16.722,16.198
3165,16.668,3165,0,17.324,3165,16.654,16.194
3166,16.694,3166,0,17.324,3166,16.646,16.194
3167,16.698,3167,0,17.3,3167,16.626,16.208
3168,16.706,3168,0,17.316,3168,16.656,16.222
3169,16.692,3169,0,17.298,3169,16.668,16.228
3170,16.69,3170,0,17.294,3170,16.678,16.24
3171,16.668,3171,0,17.296,3171,16.666,16.27
3172,16.644,3172,0,17.28,3172,16.662,16.266
3173,16.61,3173,0,17.286,3173,16.65,16.254
3174,16.642,3174,0,17.328,3174,16.66,16.286
3175,16.658,3175,0,17.334,3175,16.636,16.284
3176,16.666,3176,0,17.318,3176,16.612,16.324
3177,16.666,3177,0,17.256,3177,16.558,16.332
3178,16.654,3178,0,17.232,3178,16.574,16.352
3179,16.672,3179,0,17.242,3179,16.552,16.356
3180,16.644,3180,0,17.24,3180,16.524,16.356
3181,16.65,3181,0,17.252,3181,16.526,16.378
3182,16.634,3182,0,17.26,3182,16.568,16.368
3183,16.656,3183,0,17.234,3183,16.562,16.386
3184,16.674,3184,0,17.28,3184,16.584,16.368
3185,16.64,3185,0,17.256,3185,16.596,16.4
3186,16.648,3186,0,17.284,3186,16.568,16.388
3187,16.67,3187,0,17.326,3187,16.572,16.422
3188,16.668,3188,0,17.33,3188,16.594,16.412
3189,16.65,3189,0,17.322,3189,16.558,16.41
3190,16.6,3190,0,17.3,3190,16.55,16.4
3191,16.614,3191,0,17.306,3191,16.592,16.41
3192,16.612,3192,0,17.298,3192,16.634,16.49
3193,16.622,3193,0,17.302,3193,16.59,16.466
3194,16.662,3194,0,17.276,3194,16.558,16.44
3195,16.622,3195,0,17.318,3195,16.528,16.432
3196,16.58,3196,0,17.308,3196,16.496,16.416
3197,16.548,3197,0,17.284,3197,16.562,16.436
3198,16.554,3198,0,17.302,3198,16.61,16.436
3199,16.58,3199,0,17.25,3199,16.632,16.444
3200,16.574,3200,0,17.262,3200,16.662,16.43
3201,16.556,3201,0,17.26,3201,16.688,16.436
3202,16.536,3202,0,17.216,3202,16.708,16.446
3203,16.576,3203,0,17.218,3203,16.72,16.432
3204,16.572,3204,0,17.198,3204,16.698,16.434
3205,16.53,3205,0,17.244,3205,16.688,16.402
3206,16.568,3206,0,17.222,3206,16.69,16.36
3207,16.564,3207,0,17.214,3207,16.69,16.352
3208,16.554,3208,0,17.24,3208,16.684,16.32
3209,16.562,3209,0,17.27,3209,16.692,16.288
3210,16.536,3210,0,17.25,3210,16.688,16.316
3211,16.546,3211,0,17.212,3211,16.694,16.324
3212,16.524,3212,0,17.222,3212,16.678,16.29
3213,16.524,3213,0,17.214,3213,16.688,16.326
3214,16.506,3214,0,17.23,3214,16.7,16.292
3215,16.518,3215,0,17.26,3215,16.71,16.336
3216,16.53,3216,0,17.26,3216,16.65,16.306
3217,16.52,3217,0,17.246,3217,16.618,16.294
3218,16.554,3218,0,17.204,3218,16.642,16.3
3219,16.524,3219,0,17.216,3219,16.586,16.35
3220,16.538,3220,0,17.204,3220,16.56,16.386
3221,16.552,3221,0,17.168,3221,16.566,16.416
3222,16.544,3222,0,17.164,3222,16.528,16.42
3223,16.506,3223,0,17.144,3223,16.506,16.45
3224,16.508,3224,0,17.136,3224,16.532,16.468
3225,16.49,3225,0,17.128,3225,16.57,16.51
3226,16.49,3226,0,17.102,3226,16.556,16.494
3227,16.526,3227,0,17.06,3227,16.62,16.51
3228,16.516,3228,0,17.05,3228,16.626,16.498
3229,16.532,3229,0,17.044,3229,16.602,16.488
3230,16.5,3230,0,17.008,3230,16.614,16.484
3231,16.472,3231,0,17.006,3231,16.62,16.448
3232,16.466,3232,0,17.038,3232,16.594,16.462
3233,16.438,3233,0,17.006,3233,16.558,16.474
3234,16.456,3234,0,16.948,3234,16.538,16.508
3235,16.48,3235,0,16.926,3235,16.56,16.488
3236,16.502,3236,0,16.944,3236,16.586,16.522
3237,16.536,3237,0,17.016,3237,16.604,16.52
3238,16.544,3238,0,17.002,3238,16.604,16.49
3239,16.528,3239,0,16.982,3239,16.608,16.49
3240,16.514,3240,0,16.966,3240,16.6,16.462
3241,16.468,3241,0,16.946,3241,16.604,16.426
3242,16.426,3242,0,16.924,3242,16.554,16.478
3243,16.412,3243,0,16.98,3243,16.524,16.506
3244,16.426,3244,0,16.956,3244,16.498,16.468
3245,16.438,3245,0,16.944,3245,16.508,16.496
3246,16.46,3246,0,16.946,3246,16.506,16.512
3247,16.454,3247,0,16.962,3247,16.496,16.53
3248,16.456,3248,0,16.96,3248,16.494,16.504
3249,16.456,3249,0,16.99,3249,16.49,16.51
3250,16.436,3250,0,17.028,3250,16.486,16.512
3251,16.414,3251,0,17.042,3251,16.464,16.528
3252,16.428,3252,0,17.062,3252,16.502,16.506
3253,16.396,3253,0,17.102,3253,16.494,16.458
3254,16.426,3254,0,17.088,3254,16.498,16.458
3255,16.408,3255,0,17.084,3255,16.478,16.478
3256,16.334,3256,0,17.088,3256,16.432,16.492
3257,16.384,3257,0,17.094,3257,16.438,16.496
3258,16.446,3258,0,17.104,3258,16.442,16.476
3259,16.486,3259,0,17.116,3259,16.436,16.454
3260,16.472,3260,0,17.04,3260,16.48,16.454
3261,16.524,3261,0,17.056,3261,16.49,16.464
3262,16.484,3262,0,17.042,3262,16.506,16.456
3263,16.474,3263,0,17.056,3263,16.52,16.496
3264,16.504,3264,0,17.052,3264,16.552,16.46
3265,16.498,3265,0,17.038,3265,16.526,16.404
3266,16.508,3266,0,17.002,3266,16.532,16.434
3267,16.484,3267,0,17.036,3267,16.55,16.454
3268,16.43,3268,0,17.038,3268,16.576,16.514
3269,16.434,3269,0,17.058,3269,16.55,16.49
3270,16.392,3270,0,17.036,3270,16.586,16.462
3271,16.422,3271,0,17.032,3271,16.616,16.456
3272,16.47,3272,0,17.052,3272,16.574,16.456
3273,16.472,3273,0,17.036,3273,16.534,16.478
3274,16.444,3274,0,17.032,3274,16.54,16.5
3275,16.44,3275,0,17.024,3275,16.532,16.468
3276,16.45,3276,0,17.046,3276,16.542,16.492
3277,16.482,3277,0,17.03,3277,16.516,16.48
3278,16.436,3278,0,17.046,3278,16.512,16.486
3279,16.456,3279,0,17.026,3279,16.5,16.516
3280,16.47,3280,0,17.006,3280,16.446,16.55
3281,16.478,3281,0,16.996,3281,16.434,16.57
3282,16.434,3282,0,16.99,3282,16.478,16.556
3283,16.436,3283,0,17.006,3283,16.464,16.582
3284,16.448,3284,0,16.972,3284,16.488,16.546
3285,16.454,3285,0,17.004,3285,16.492,16.518
3286,16.492,3286,0,16.992,3286,16.518,16.54
3287,16.496,3287,0,17.014,3287,16.53,16.51
3288,16.5,3288,0,16.99,3288,16.5,16.534
3289,16.484,3289,0,16.974,3289,16.506,16.548
3290,16.468,3290,0,16.98,3290,16.512,16.558
3291,16.462,3291,0,16.978,3291,16.5,16.56
3292,16.438,3292,0,16.984,3292,16.488,16.582
3293,16.456,3293,0,16.988,3293,16.472,16.582
3294,16.488,3294,0,17.018,3294,16.482,16.6
3295,16.452,3295,0,16.99,3295,16.466,16.632
3296,16.43,3296,0,16.978,3296,16.45,16.64
3297,16.39,3297,0,16.966,3297,16.456,16.654
3298,16.368,3298,0,16.96,3298,16.484,16.616
3299,16.388,3299,0,16.962,3299,16.478,16.632
3300,16.404,3300,0,16.882,3300,16.504,16.638
3301,16.43,3301,0,16.842,3301,16.542,16.65
3302,16.408,3302,0,16.822,3302,16.546,16.61
3303,16.388,3303,0,16.818,3303,16.578,16.646
3304,16.372,3304,0,16.812,3304,16.62,16.622
3305,16.414,3305,0,16.84,3305,16.638,16.636
3306,16.404,3306,0,16.848,3306,16.586,16.676
3307,16.43,3307,0,16.848,3307,16.554,16.708
3308,16.448,3308,0,16.856,3308,16.538,16.654
3309,16.438,3309,0,16.842,3309,16.518,16.62
3310,16.412,3310,0,16.794,3310,16.512,16.598
3311,16.392,3311,0,16.764,3311,16.464,16.602
3312,16.398,3312,0,16.814,3312,16.438,16.576
3313,16.422,3313,0,16.854,3313,16.448,16.624
3314,16.42,3314,0,16.87,3314,16.442,16.638
3315,16.392,3315,0,16.88,3315,16.418,16.626
3316,16.348,3316,0,16.868,3316,16.422,16.622
3317,16.324,3317,0,16.902,3317,16.476,16.652
3318,16.284,3318,0,16.914,3318,16.482,16.6
3319,16.252,3319,0,16.924,3319,16.51,16.622
3320,16.284,3320,0,16.882,3320,16.5,16.61
3321,16.282,3321,0,16.88,3321,16.468,16.63
3322,16.252,3322,0,16.828,3322,16.472,16.642
3323,16.252,3323,0,16.87,3323,16.51,16.654
3324,16.202,3324,0,16.906,3324,16.462,16.59
3325,16.192,3325,0,16.908,3325,16.442,16.648
3326,16.254,3326,0,16.846,3326,16.402,16.674
3327,16.252,3327,0,16.854,3327,16.416,16.688
3328,16.244,3328,0,16.854,3328,16.456,16.718
3329,16.246,3329,0,16.838,3329,16.47,16.696
3330,16.206,3330,0,16.812,3330,16.462,16.682
3331,16.178,3331,0,16.836,3331,16.468,16.644
3332,16.156,3332,0,16.856,3332,16.408,16.674
3333,16.148,3333,0,16.89,3333,16.434,16.708
3334,16.164,3334,0,16.942,3334,16.452,16.736
3335,16.18,3335,0,16.918,3335,16.45,16.748
3336,16.138,3336,0,16.946,3336,16.47,16.72
3337,16.142,3337,0,16.972,3337,16.434,16.696
3338,16.15,3338,0,16.906,3338,16.452,16.68
3339,16.158,3339,0,16.92,3339,16.476,16.66
3340,16.198,3340,0,16.934,3340,16.508,16.734
3341,16.202,3341,0,16.952,3341,16.488,16.71
3342,16.214,3342,0,16.952,3342,16.522,16.696
3343,16.234,3343,0,16.934,3343,16.472,16.718
3344,16.226,3344,0,16.958,3344,16.5,16.702
3345,16.22,3345,0,16.974,3345,16.482,16.708
3346,16.21,3346,0,16.96,3346,16.538,16.704
3347,16.208,3347,0,16.956,3347,16.536,16.674
3348,16.228,3348,0,16.966,3348,16.544,16.664
3349,16.186,3349,0,16.996,3349,16.524,16.688
3350,16.216,3350,0,16.986,3350,16.548,16.648
3351,16.24,3351,0,17.01,3351,16.54,16.624
3352,16.24,3352,0,17.022,3352,16.558,16.622
3353,16.234,3353,0,16.994,3353,16.598,16.598
3354,16.264,3354,0,16.962,3354,16.572,16.59
3355,16.266,3355,0,16.97,3355,16.578,16.646
3356,16.28,3356,0,16.94,3356,16.512,16.628
3357,16.274,3357,0,16.906,3357,16.542,16.616
3358,16.254,3358,0,16.914,3358,16.508,16.636
3359,16.278,3359,0,16.91,3359,16.482,16.602
3360,16.274,3360,0,16.928,3360,16.458,16.598
3361,16.224,3361,0,16.878,3361,16.432,16.634
3362,16.268,3362,0,16.886,3362,16.47,16.606
3363,16.306,3363,0,16.898,3363,16.458,16.592
3364,16.296,3364,0,16.926,3364,16.462,16.622
3365,16.322,3365,0,16.91,3365,16.424,16.604
3366,16.292,3366,0,16.942,3366,16.362,16.61
3367,16.316,3367,0,16.94,3367,16.362,16.604
3368,16.3,3368,0,16.932,3368,16.358,16.634
3369,16.304,3369,0,16.952,3369,16.344,16.576
3370,16.35,3370,0,16.97,3370,16.328,16.584
3371,16.368,3371,0,16.98,3371,16.32,16.592
3372,16.356,3372,0,16.968,3372,16.308,16.596
3373,16.356,3373,0,16.948,3373,16.318,16.61
3374,16.378,3374,0,16.958,3374,16.352,16.642
3375,16.364,3375,0,16.928,3375,16.348,16.664
3376,16.348,3376,0,16.922,3376,16.392,16.67
3377,16.378,3377,0,16.952,3377,16.376,16.65
3378,16.356,3378,0,17,3378,16.376,16.628
3379,16.41,3379,0,17.008,3379,16.368,16.624
3380,16.39,3380,0,17.002,3380,16.382,16.608
3381,16.408,3381,0,16.996,3381,16.362,16.614
3382,16.384,3382,0,16.986,3382,16.408,16.62
3383,16.374,3383,0,16.966,3383,16.406,16.602
3384,16.382,3384,0,16.984,3384,16.4,16.604
3385,16.4,3385,0,16.936,3385,16.376,16.63
3386,16.384,3386,0,16.952,3386,16.402,16.582
3387,16.376,3387,0,16.95,3387,16.394,16.6
3388,16.368,3388,0,16.928,3388,16.354,16.562
3389,16.35,3389,0,16.97,3389,16.324,16.526
3390,16.368,3390,0,16.958,3390,16.324,16.52
3391,16.384,3391,0,16.972,3391,16.342,16.512
3392,16.364,3392,0,16.934,3392,16.344,16.524
3393,16.348,3393,0,16.906,3393,16.35,16.558
3394,16.324,3394,0,16.878,3394,16.384,16.59
3395,16.35,3395,0,16.878,3395,16.408,16.576
3396,16.314,3396,0,16.904,3396,16.408,16.554
3397,16.336,3397,0,16.898,3397,16.386,16.55
3398,16.344,3398,0,16.866,3398,16.412,16.522
3399,16.362,3399,0,16.87,3399,16.404,16.518
3400,16.366,3400,0,16.856,3400,16.398,16.514
3401,16.36,3401,0,16.88,3401,16.38,16.53
3402,16.332,3402,0,16.868,3402,16.392,16.526
3403,16.352,3403,0,16.812,3403,16.384,16.524
3404,16.35,3404,0,16.776,3404,16.378,16.546
3405,16.344,3405,0,16.788,3405,16.318,16.554
3406,16.328,3406,0,16.798,3406,16.324,16.582
3407,16.29,3407,0,16.774,3407,16.274,16.546
3408,16.288,3408,0,16.788,3408,16.278,16.512
3409,16.276,3409,0,16.824,3409,16.288,16.506
3410,16.26,3410,0,16.78,3410,16.356,16.48
3411,16.276,3411,0,16.778,3411,16.302,16.486
3412,16.318,3412,0,16.79,3412,16.322,16.528
3413,16.274,3413,0,16.776,3413,16.318,16.52
3414,16.256,3414,0,16.828,3414,16.292,16.518
3415,16.27,3415,0,16.842,3415,16.336,16.522
3416,16.264,3416,0,16.804,3416,16.362,16.53
3417,16.3,3417,0,16.82,3417,16.35,16.584
3418,16.304,3418,0,16.808,3418,16.352,16.616
3419,16.352,3419,0,16.784,3419,16.328,16.602
3420,16.344,3420,0,16.754,3420,16.346,16.634
3421,16.362,3421,0,16.782,3421,16.37,16.646
3422,16.356,3422,0,16.792,3422,16.396,16.64
3423,16.368,3423,0,16.812,3423,16.384,16.628
3424,16.338,3424,0,16.864,3424,16.358,16.684
3425,16.344,3425,0,16.908,3425,16.366,16.654
3426,16.34,3426,0,16.878,3426,16.364,16.66
3427,16.326,3427,0,16.876,3427,16.384,16.674
3428,16.36,3428,0,16.876,3428,16.37,16.666
3429,16.402,3429,0,16.864,3429,16.372,16.654
3430,16.414,3430,0,16.846,3430,16.392,16.642
3431,16.448,3431,0,16.838,3431,16.384,16.656
3432,16.446,3432,0,16.884,3432,16.396,16.674
3433,16.448,3433,0,16.932,3433,16.41,16.688
3434,16.42,3434,0,16.91,3434,16.432,16.676
3435,16.4,3435,0,16.944,3435,16.464,16.668
3436,16.372,3436,0,16.942,3436,16.472,16.65
3437,16.346,3437,0,16.998,3437,16.444,16.68
3438,16.328,3438,0,16.992,3438,16.432,16.638
3439,16.332,3439,0,16.984,3439,16.43,16.62
3440,16.33,3440,0,16.944,3440,16.42,16.602
3441,16.344,3441,0,16.906,3441,16.424,16.618
3442,16.354,3442,0,16.966,3442,16.42,16.602
3443,16.372,3443,0,16.95,3443,16.422,16.598
3444,16.342,3444,0,16.94,3444,16.438,16.616
3445,16.366,3445,0,16.936,3445,16.396,16.634
3446,16.338,3446,0,16.936,3446,16.362,16.644
3447,16.324,3447,0,16.944,3447,16.358,16.644
3448,16.364,3448,0,16.928,3448,16.35,16.62
3449,16.362,3449,0,16.968,3449,16.338,16.636
3450,16.402,3450,0,16.994,3450,16.326,16.626
3451,16.424,3451,0,16.98,3451,16.302,16.656
3452,16.404,3452,0,16.974,3452,16.276,16.642
3453,16.398,3453,0,16.982,3453,16.264,16.648
3454,16.386,3454,0,16.932,3454,16.326,16.662
3455,16.392,3455,0,16.93,3455,16.348,16.672
3456,16.386,3456,0,16.936,3456,16.37,16.664
3457,16.418,3457,0,16.938,3457,16.41,16.654
3458,16.38,3458,0,16.952,3458,16.478,16.618
3459,16.404,3459,0,16.942,3459,16.512,16.604
3460,16.414,3460,0,16.97,3460,16.484,16.622
3461,16.434,3461,0,16.978,3461,16.476,16.636
3462,16.436,3462,0,16.972,3462,16.472,16.63
3463,16.458,3463,0,16.968,3463,16.482,16.606
3464,16.44,3464,0,16.956,3464,16.532,16.612
